number,opened_at,resolved_at,closed_at,short_description,description,category,subcategory,priority,urgency,impact,assignment_group,assigned_to,state,reassignment_count,reopen_count,contact_type,cmdb_ci,requesting_department,sla_due,made_sla
INC136225,2026-05-28 09:49:27,2026-06-01 13:17:35,2026-06-03 06:17:35,Unexpected error in business application,Incident 136225: user reports hr portal issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Mobility.,Mobile,Device Enrollment,Sev3,2,2,Mobility,Nina Patel,Closed,0,0,Self-service,Business-Service,IT,2026-05-30 09:49:27,True
INC136226,2026-05-27 19:43:43,2026-05-28 22:26:34,2026-05-31 10:26:34,Shared service unavailable,Incident 136226: user reports exchange issue. Observed error AUTH-401. Impact appears limited to the requesting department. Ticket originated via email and was routed to End User Computing.,Printing,Queue,P3,2,2,End User Computing,Vikram Singh,Closed,1,0,Email,Generic-App,Procurement,2026-05-29 19:43:43,True
INC136227,2026-05-25 09:32:18,2026-05-25 13:17:33,2026-05-27 18:17:33,Office application crashes,Incident 149355: user reports erp issue. Observed error HTTP-503. Impact appears limited to the requesting department. Ticket originated via chat and was routed to EU Software.,Software,Office Suite,P1,1,1,Network Operations,Owen Brooks,Closed,0,0,Chat,Endpoint-Agent,Operations,2026-05-25 13:32:18,True
INC136228,2026-05-11 08:58:32,2026-05-13 08:08:06,2026-05-15 22:08:06,Security policy blocks action,Incident 136228: user reports aws issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via email and was routed to Security Operations.,Security,Security Policy,Sev4,3,3,Security Operations,Nina Patel,Closed,1,0,Email,Generic-App,Marketing,2026-05-15 08:58:32,True
INC136229,2026-05-12 09:07:07,2026-05-17 08:35:47,2026-05-18 09:35:47,HR portal unavailable,Incident 136229: user reports hr portal issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Application Support.,Application,Service Portal,P4,3,3,Application Support,Emily Stone,Closed,0,0,Phone,ERP-Prod,Customer Support,2026-05-16 09:07:07,True
INC136230,2026-05-28 13:05:51,2026-05-29 23:22:10,2026-05-30 21:22:10,Unexpected error in business application,Incident 136230: user reports service portal issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via monitoring and was routed to Unified Communications.,Telephony,Desk Phone,P4,3,3,Unified Communications,Emily Stone,Closed,0,0,Monitoring,Shared-Service,IT,2026-06-01 13:05:51,True
INC136231,2026-05-19 18:12:21,2026-05-20 13:22:02,2026-05-22 18:22:02,problem,Incident 136231: user reports finance app issue. Observed error HTTP-503. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Messaging.,Email,Mailbox,P3,2,2,Messaging,Arjun Mehta,Closed,0,0,Phone,Mail-Gateway,Engineering,2026-05-21 18:12:21,True
INC136232,2026-05-01 14:59:22,2026-05-05 05:58:43,2026-05-07 14:58:43,Application access missing,Incident 136232: user reports crm issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via email and was routed to Identity & Access.,Access,MFA,P4,3,3,Identity & Access,Nina Patel,Closed,0,0,Email,Identity-Platform,Sales,2026-05-05 14:59:22,True
INC136233,2026-05-31 10:06:05,2026-06-04 00:29:19,2026-06-05 16:29:19,Batch job failed,Incident 148700: user reports crm issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via email and was routed to Unified Communications.,Telephony,VoIP,P3,2,2,Collaboration Support,Emily Stone,Closed,0,0,Phone,Generic-App,Operations,2026-06-02 10:06:05,True
INC136234,2026-05-13 11:28:31,2026-05-13 17:19:40,2026-05-15 02:19:40,Printer unavailable on floor,Incident 136234: user reports crm issue. Observed error AUTH-401. Impact appears limited to the requesting department. Ticket originated via walk-up and was routed to End User Computing.,Hardware,Monitor,P2,1,2,End User Computing,Maya Chen,Closed,0,0,Walk-up,Mobile Device,HR,2026-05-13 23:28:31,True
INC136235,2026-05-23 18:22:10,2026-05-27 00:53:50,2026-05-27 21:53:50,DNS lookup failures reported,Incident 136235: user reports crm issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Network Operations.,Network,Wi-Fi,Sev4,3,3,Network Operations,Nina Patel,Closed,0,0,Self-service,Core-Switch,Operations,2026-05-27 18:22:10,True
INC136236,2026-05-28 19:47:54,2026-06-03 07:16:04,2026-06-05 18:16:04,Endpoint security alert raised,Incident 141044: user reports service portal issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Collaboration Support.,Security,Endpoint Alert,P4,3,3,Application Support,Priya Nair,Closed,0,0,Self-service,Business-Service,Customer Support,2026-06-01 19:47:54,True
INC136237,2026-05-06 09:08:21,2026-05-09 22:21:26,2026-05-10 03:21:26,not working,Incident 136237: user reports exchange issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to End User Computing.,Hardware,Laptop,P4,3,3,End User Computing,Rahul Shah,Closed,0,0,Self-service,Desktop,Operations,2026-05-10 09:08:21,True
INC136238,2026-05-05 10:36:00,2026-05-07 02:41:04,2026-05-10 00:41:04,Shared service unavailable,Incident 136238: user reports crm issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via walk-up and was routed to Infrastructure.,Storage,Permissions,Sev3,2,2,Infrastructure,Rahul Shah,Closed,0,0,Walk-up,Business-Service,Engineering,2026-05-07 10:36:00,True
INC136239,2026-05-25 09:58:19,2026-06-02 07:06:44,2026-06-03 10:06:44,Shared service unavailable,Incident 136239: user reports erp issue. Observed error DB-1205. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Unified Communications.,HR Systems,Benefits,P4,3,3,Unified Communications,Owen Brooks,Closed,2,0,Phone,Shared-Service,Engineering,2026-05-29 09:58:19,True
INC136240,2026-05-13 05:33:33,2026-05-17 06:49:09,2026-05-17 20:49:09,Application access missing,Incident 136240: user reports aws issue. Observed error AUTH-401. Impact appears limited to the requesting department. Ticket originated via email and was routed to Identity & Access.,Access,Password,Sev3,2,2,Identity & Access,Sara Thomas,Closed,0,0,Email,MFA-Service,Legal,2026-05-15 05:33:33,True
INC136241,2026-05-12 13:42:35,2026-05-15 11:01:20,2026-05-16 11:01:20,User locked out after failed login,Incident 136241: user reports service portal issue. Observed error DB-1205. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Identity & Access.,Access,Group Access,P4,3,3,Identity & Access,Rahul Shah,Closed,0,0,Phone,Active-Directory,IT,2026-05-16 13:42:35,True
INC136242,2026-05-20 10:13:56,2026-05-23 21:32:10,2026-05-25 04:32:10,MFA challenge not arriving,Incident 136242: user reports aws issue. Observed error DB-1205. Impact appears limited to the requesting department. Ticket originated via chat and was routed to Identity & Access.,Access,Application Access,P4,3,3,Identity & Access,Rahul Shah,Closed,0,0,Chat,MFA-Service,Procurement,2026-05-24 10:13:56,True
INC136243,2026-05-04 10:46:40,2026-05-06 08:07:21,2026-05-09 07:07:21,Service interruption reported,Incident 136243: user reports vpn issue. Observed error DB-1205. Impact appears limited to the requesting department. Ticket originated via email and was routed to Infrastructure.,Storage,Permissions,P3,2,2,Infrastructure,Owen Brooks,Closed,1,0,Email,Shared-Service,Finance,2026-05-06 10:46:40,True
INC136244,2026-05-12 08:59:39,2026-05-13 05:21:27,2026-05-14 09:21:27,Shared service unavailable,Incident 136244: user reports aws issue. Observed error AUTH-401. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Platform Engineering.,DevOps,Container,Sev3,2,2,Platform Engineering,Vikram Singh,Closed,0,0,Self-service,Generic-App,Engineering,2026-05-14 08:59:39,True
INC136245,2026-05-30 14:43:58,2026-06-01 19:15:12,2026-06-04 17:15:12,issue,Incident 136245: user reports service portal issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Database Operations.,Database,Database Access,P4,3,3,Database Operations,Owen Brooks,Closed,1,0,Phone,Generic-App,Operations,2026-06-03 14:43:58,True
INC136246,2026-05-21 08:43:16,2026-05-21 21:26:40,2026-05-23 22:26:40,Database query timing out,Incident 136246: user reports aws issue. Observed error DB-1205. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Database Operations.,Database,Performance,P2,1,2,Database Operations,Vikram Singh,Closed,0,0,Phone,Shared-Service,Engineering,2026-05-21 20:43:16,True
INC136247,2026-05-22 16:33:29,2026-05-24 11:10:31,2026-05-24 23:10:31,Shared service unavailable,Incident 136247: user reports crm issue. Observed error DNS-003. Impact appears limited to the requesting department. Ticket originated via monitoring and was routed to Messaging.,Mainframe Tools,Scheduler,Sev4,3,3,Messaging,Asha Rao,Closed,1,0,Monitoring,Shared-Service,Operations,2026-05-26 16:33:29,True
INC136248,2026-05-21 08:10:18,2026-05-21 16:55:49,2026-05-22 17:55:49,Unexpected error in business application,Incident 136248: user reports exchange issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via email and was routed to Infrastructure.,Virtualization,VM,P2,1,2,Infrastructure,Vikram Singh,Closed,1,1,Email,Generic-App,Legal,2026-05-21 20:10:18,True
INC136249,2026-05-02 09:39:21,2026-05-03 09:01:09,2026-05-06 03:01:09,Calendar invitations missing,Incident 136249: user reports service portal issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via monitoring and was routed to Messaging.,Email,Spam,Sev3,2,2,Messaging,Vikram Singh,Closed,0,0,Monitoring,Exchange,Finance,2026-05-04 09:39:21,True
INC136250,2026-05-19 09:07:30,2026-05-25 11:25:18,2026-05-27 20:25:18,Firewall blocks application traffic,Incident 122400: user reports crm issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Network Operations.,Network,Wi-Fi,P4,3,3,Database Operations,Sara Thomas,Closed,2,0,Phone,Core-Switch,Marketing,2026-05-23 09:07:30,True
INC136251,2026-05-06 14:39:23,2026-05-11 01:46:29,2026-05-13 08:46:29,Unexpected error in business application,Incident 136251: user reports aws issue. Observed error DB-1205. Impact appears limited to the requesting department. Ticket originated via email and was routed to Infrastructure.,Storage,Disk Space,P4,3,3,Infrastructure,Asha Rao,Closed,2,0,Email,Business-Service,Operations,2026-05-10 14:39:23,True
INC136252,2026-05-14 19:03:08,2026-05-22 15:26:28,2026-05-23 08:26:28,Database query timing out,Incident 136252: user reports crm issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via chat and was routed to Network Operations.,Database,PostgreSQL,P4,3,3,Network Operations,Owen Brooks,Closed,1,2,Chat,Shared-Service,Finance,2026-05-18 19:03:08,True
INC136253,2026-05-05 08:54:06,2026-05-09 20:08:53,2026-05-12 04:08:53,Calendar invitations missing,Incident 136253: user reports vpn issue. Observed error DB-1205. Impact appears limited to the requesting department. Ticket originated via email and was routed to Messaging.,Email,Spam,P4,3,3,Messaging,Kiran Joshi,Closed,0,1,Email,Mail-Gateway,Operations,2026-05-09 08:54:06,True
INC136254,2026-05-08 10:15:33,2026-05-09 01:14:06,2026-05-10 04:14:06,Shared service unavailable,Incident 136254: user reports aws issue. Observed error DB-1205. Impact appears limited to the requesting department. Ticket originated via phone and was routed to End User Computing.,Printing,Queue,Sev3,2,2,End User Computing,Daniel Kim,Closed,0,0,Phone,Shared-Service,Sales,2026-05-10 10:15:33,True
INC136255,2026-05-25 10:25:15,2026-05-25 14:37:51,2026-05-26 04:37:51,urgent pls,Incident 136255: user reports exchange issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Network Operations.,Network,VPN,Sev1,1,1,Network Operations,Arjun Mehta,Closed,0,0,Self-service,WiFi-Controller,Engineering,2026-05-25 14:25:15,True
INC136256,2026-05-26 09:36:45,2026-05-27 15:00:25,2026-05-29 02:00:25,MFA challenge not arriving,Incident 136256: user reports service portal issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via email and was routed to Identity & Access.,Access,MFA,Sev3,2,2,Identity & Access,Vikram Singh,Closed,0,0,Email,SSO,Operations,2026-05-28 09:36:45,True
INC136257,2026-05-01 11:57:10,2026-05-10 12:13:14,2026-05-13 02:13:14,Service interruption reported,Incident 136257: user reports exchange issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Unified Communications.,Telephony,VoIP,P4,3,3,Unified Communications,Daniel Kim,Closed,0,0,Phone,Business-Service,HR,2026-05-05 11:57:10,True
INC136258,2026-05-04 11:37:14,2026-05-05 20:26:43,2026-05-08 16:26:43,Database access denied,Incident 136258: user reports finance app issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via walk-up and was routed to Database Operations.,Database,Performance,P3,2,2,Database Operations,Daniel Kim,Closed,1,0,Walk-up,Generic-App,Operations,2026-05-06 11:37:14,True
INC136259,2026-05-21 09:44:29,2026-05-22 04:08:17,2026-05-25 03:08:17,Unexpected error in business application,Incident 136259: user reports exchange issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Platform Engineering.,DevOps,CI/CD,Sev3,2,2,Platform Engineering,Daniel Kim,Closed,0,0,Self-service,Generic-App,Sales,2026-05-23 09:44:29,True
INC136260,2026-05-12 07:14:39,2026-05-16 07:05:06,2026-05-17 07:05:06,Unexpected error in business application,Incident 136260: user reports erp issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via email and was routed to Infrastructure.,Storage,NAS,P3,2,2,Infrastructure,Nina Patel,Closed,0,0,Email,Business-Service,Finance,2026-05-14 07:14:39,True
INC136261,2026-05-31 15:09:00,2026-06-05 16:55:00,2026-06-07 03:55:00,Shared service unavailable,Incident 136261: user reports crm issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Collaboration Support.,Monitoring,Synthetic Check,P4,3,3,Collaboration Support,Vikram Singh,Closed,2,0,Phone,Generic-App,Finance,2026-06-04 15:09:00,False
INC136262,2026-05-13 11:54:37,2026-05-16 08:50:13,2026-05-18 09:50:13,ERP transaction fails,Incident 136262: user reports service portal issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Application Support.,Application,CRM,Sev4,3,3,Application Support,Arjun Mehta,Closed,0,0,Phone,ERP-Prod,Finance,2026-05-17 11:54:37,True
INC136263,2026-05-17 10:38:10,2026-05-18 06:26:02,2026-05-21 02:26:02,Unexpected error in business application,Incident 136263: user reports crm issue. Observed error AUTH-401. Impact appears limited to the requesting department. Ticket originated via email and was routed to Monitoring.,Monitoring,Capacity,Sev3,2,2,Monitoring,Priya Nair,Closed,0,0,Email,Business-Service,IT,2026-05-19 10:38:10,True
INC136264,2026-05-11 11:38:08,2026-05-18 23:20:14,2026-05-21 22:20:14,Password reset requested,Incident 136264: user reports service portal issue. Observed error DNS-003. Impact appears limited to the requesting department. Ticket originated via chat and was routed to Identity & Access.,Access,MFA,Sev4,3,3,Identity & Access,Emily Stone,Closed,0,0,Chat,MFA-Service,Finance,2026-05-15 11:38:08,True
INC136265,2026-05-11 08:21:58,2026-05-16 22:42:07,2026-05-18 01:42:07,ERP transaction fails,Incident 136265: user reports service portal issue. Observed error DB-1205. Impact appears limited to the requesting department. Ticket originated via email and was routed to Platform Engineering.,Application,ERP,Sev4,3,3,Platform Engineering,Nina Patel,Closed,2,2,Email,Finance-App,Sales,2026-05-15 08:21:58,True
INC136266,2026-05-11 09:01:44,2026-05-15 23:48:23,2026-05-17 08:48:23,Printer unavailable on floor,Incident 136266: user reports crm issue. Observed error DB-1205. Impact appears limited to the requesting department. Ticket originated via email and was routed to End User Computing.,Hardware,Laptop,Sev4,3,3,End User Computing,Arjun Mehta,Closed,0,0,Email,Desktop,IT,2026-05-15 09:01:44,True
INC136267,2026-05-07 16:33:06,2026-05-11 01:37:04,2026-05-13 13:37:04,HR portal unavailable,Incident 136267: user reports aws issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via chat and was routed to Application Support.,Application,HR Portal,P4,3,3,Application Support,Emily Stone,Closed,0,0,Chat,Service-Portal,Finance,2026-05-11 16:33:06,True
INC136268,2026-05-18 08:09:59,2026-05-23 14:19:15,2026-05-25 23:19:15,Endpoint client reports an error,Incident 136268: user reports exchange issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via phone and was routed to EU Software.,Software,Endpoint Client,P4,3,3,EU Software,Asha Rao,Closed,1,0,Phone,Windows,Finance,2026-05-22 08:09:59,True
INC136269,2026-05-18 08:27:37,2026-05-24 15:22:09,2026-05-26 15:22:09,DNS lookup failures reported,Incident 136269: user reports crm issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via walk-up and was routed to Mainframe Operations.,Network,DNS,P4,3,3,Mainframe Operations,Priya Nair,Closed,1,0,Walk-up,WiFi-Controller,IT,2026-05-22 08:27:37,True
INC136270,2026-05-29 05:04:12,2026-05-31 02:13:09,2026-06-01 23:13:09,Office application crashes,Incident 136270: user reports exchange issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via chat and was routed to EU Software.,Software,Office Suite,Sev3,2,2,EU Software,Priya Nair,Closed,0,0,Chat,Office365,Finance,2026-05-31 05:04:12,True
INC136271,2026-05-22 10:19:37,2026-05-23 09:37:17,2026-05-24 03:37:17,Password reset requested,Incident 136271: user reports hr portal issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Identity & Access.,Access,Account Lockout,P3,2,2,Identity & Access,Sara Thomas,Closed,0,0,Self-service,Identity-Platform,Marketing,2026-05-24 10:19:37,True
INC136272,2026-05-09 13:22:15,2026-05-20 07:08:33,2026-05-20 21:08:33,Database access denied,Incident 136272: user reports hr portal issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via email and was routed to Mobility.,Database,Oracle,P4,3,3,Mobility,Asha Rao,Closed,3,0,Email,Business-Service,Legal,2026-05-13 13:22:15,False
INC136273,2026-05-28 10:58:32,2026-05-28 20:27:50,2026-05-29 15:27:50,not working,Incident 136273: user reports hr portal issue. Observed error AUTH-401. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to End User Computing.,Printing,Driver,P2,1,2,End User Computing,Kiran Joshi,Closed,0,1,Self-service,Generic-App,Legal,2026-05-28 22:58:32,True
INC136274,2026-05-30 09:58:55,2026-06-03 21:49:05,2026-06-05 01:49:05,User locked out after failed login,Incident 136274: user reports exchange issue. Observed error HTTP-503. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Identity & Access.,Access,Password,Sev4,3,3,Identity & Access,Arjun Mehta,Closed,0,0,Self-service,MFA-Service,HR,2026-06-03 09:58:55,True
INC136275,2026-05-18 10:04:48,,2026-05-22 08:05:16,Endpoint security alert raised,Incident 136275: user reports vpn issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via email and was routed to Security Operations.,Security,Security Policy,Sev3,2,2,Security Operations,Owen Brooks,Open,0,0,Email,Shared-Service,Finance,2026-05-20 10:04:48,True
INC136276,2026-05-20 17:17:36,2026-05-22 22:57:37,2026-05-24 23:57:37,User locked out after failed login,Incident 136276: user reports azure issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Identity & Access.,Access,Application Access,P3,2,2,Identity & Access,Owen Brooks,Closed,0,1,Self-service,Identity-Platform,HR,2026-05-22 17:17:36,True
INC136277,2026-05-29 09:52:59,2026-06-01 15:24:52,2026-06-04 12:24:52,Application access missing,Incident 136277: user reports azure issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via walk-up and was routed to Identity & Access.,Access,Group Access,P4,3,3,Identity & Access,Priya Nair,Closed,0,0,Walk-up,Identity-Platform,Engineering,2026-06-02 09:52:59,True
INC136278,2026-05-04 11:23:38,,2026-05-05 17:43:35,Endpoint client reports an error,Incident 136278: user reports azure issue. Observed error HTTP-503. Impact appears limited to the requesting department. Ticket originated via email and was routed to EU Software.,Software,Office Suite,P3,2,2,EU Software,Kiran Joshi,Open,0,0,Email,Chrome,Customer Support,2026-05-06 11:23:38,True
INC136279,2026-05-28 08:21:06,2026-05-31 01:44:49,2026-05-31 12:44:49,HR portal unavailable,Incident 136279: user reports vpn issue. Observed error HTTP-503. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Collaboration Support.,Application,HR Portal,P3,2,2,Collaboration Support,Owen Brooks,Closed,1,2,Phone,Finance-App,Operations,2026-05-30 08:21:06,True
INC136280,2026-05-29 19:36:31,2026-06-08 02:40:47,2026-06-08 05:40:47,Spam filtering issue,Incident 136280: user reports aws issue. Observed error DB-1205. Impact appears limited to the requesting department. Ticket originated via monitoring and was routed to Messaging.,Email,Mailbox,P4,3,3,Messaging,Asha Rao,Closed,0,0,Monitoring,Exchange,Engineering,2026-06-02 19:36:31,True
INC136281,2026-05-15 11:38:27,2026-05-19 06:40:43,2026-05-19 17:40:43,Wi-Fi drops intermittently,Incident 136281: user reports aws issue. Observed error DB-1205. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Network Operations.,Network,Firewall,P4,3,3,Network Operations,Arjun Mehta,Closed,0,0,Phone,WiFi-Controller,Operations,2026-05-19 11:38:27,True
INC136282,2026-05-28 10:28:40,2026-05-30 19:49:26,2026-06-01 17:49:26,VPN disconnects during login,Incident 136282: user reports crm issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Network Operations.,Network,Wi-Fi,P3,2,2,Network Operations,Daniel Kim,Closed,1,0,Phone,DNS-Cluster,Operations,2026-05-30 10:28:40,True
INC136283,2026-05-28 11:17:03,2026-05-30 11:00:59,2026-06-01 06:00:59,Monitor flickers after docking,Incident 136283: user reports vpn issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via email and was routed to EU Software.,Hardware,Desktop,P4,3,3,EU Software,Rahul Shah,Closed,1,0,Email,Desktop,IT,2026-06-01 11:17:03,True
INC136284,2026-05-29 08:18:46,2026-06-10 21:04:11,2026-06-11 03:04:11,Shared service unavailable,Incident 136284: user reports exchange issue. Observed error AUTH-401. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Infrastructure.,Storage,Backup,P3,2,2,Infrastructure,Owen Brooks,Closed,1,0,Phone,Business-Service,HR,2026-05-31 08:18:46,True
INC136285,2026-05-12 10:31:20,2026-05-15 08:38:20,2026-05-15 21:38:20,Application access missing,Incident 136285: user reports finance app issue. Observed error AUTH-401. Impact appears limited to the requesting department. Ticket originated via email and was routed to Identity & Access.,Access,Group Access,Sev4,3,3,Identity & Access,Vikram Singh,Closed,1,0,Email,SSO,IT,2026-05-16 10:31:20,True
INC136286,2026-05-12 10:09:57,2026-05-14 06:18:13,2026-05-14 22:18:13,Firewall blocks application traffic,Incident 136286: user reports service portal issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via email and was routed to Messaging.,Network,LAN,Sev3,2,2,Messaging,Kiran Joshi,Closed,2,0,Email,DNS-Cluster,Customer Support,2026-05-14 10:09:57,True
INC136287,2026-05-29 15:27:09,2026-06-02 16:39:07,2026-06-03 17:39:07,Laptop will not boot,Incident 136287: user reports vpn issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via phone and was routed to End User Computing.,Hardware,Desktop,P4,3,3,End User Computing,Owen Brooks,Closed,0,0,Phone,Printer,Engineering,2026-06-02 15:27:09,True
INC136288,2026-05-28 06:42:11,2026-05-31 23:04:26,2026-06-03 13:04:26,Firewall blocks application traffic,Incident 136288: user reports exchange issue. Observed error DB-1205. Impact appears limited to the requesting department. Ticket originated via email and was routed to Network Operations.,Network,Firewall,P4,3,3,Network Operations,Sara Thomas,Closed,0,0,Email,WiFi-Controller,Customer Support,2026-06-01 06:42:11,True
INC136289,2026-05-28 00:34:02,2026-05-30 20:14:10,2026-06-01 01:14:10,Certificate warning shown,Incident 136289: user reports exchange issue. Observed error DNS-003. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Security Operations.,Security,Malware,Sev3,2,2,Security Operations,Arjun Mehta,Closed,1,0,Self-service,Business-Service,Operations,2026-05-30 00:34:02,True
INC136290,2026-05-11 10:17:02,2026-05-12 07:00:41,2026-05-14 19:00:41,Unexpected error in business application,Incident 136290: user reports hr portal issue. Observed error DB-1205. Impact appears limited to the requesting department. Ticket originated via phone and was routed to End User Computing.,Printing,Queue,Sev3,2,2,End User Computing,Emily Stone,Closed,0,0,Phone,Shared-Service,Engineering,2026-05-13 10:17:02,True
INC136291,2026-05-05 11:42:49,2026-05-07 13:32:25,2026-05-10 07:32:25,Unexpected error in business application,Incident 136291: user reports service portal issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via chat and was routed to Infrastructure.,Virtualization,Snapshot,P3,2,2,Infrastructure,Vikram Singh,Closed,1,0,Chat,Shared-Service,Sales,2026-05-07 11:42:49,True
INC136292,2026-05-17 11:51:18,,2026-05-20 08:41:19,not working,Incident 136292: user reports aws issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via email and was routed to Unified Communications.,Application,Service Portal,Sev2,1,2,Unified Communications,Owen Brooks,Open,1,0,Email,CRM-Prod,Finance,2026-05-17 23:51:18,True
INC136293,2026-05-20 10:58:51,2026-05-22 08:46:36,2026-05-23 19:46:36,Firewall blocks application traffic,Incident 136293: user reports vpn issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Network Operations.,Network,VPN,Sev3,2,2,Network Operations,Owen Brooks,Closed,2,0,Phone,DNS-Cluster,Sales,2026-05-22 10:58:51,True
INC136294,2026-05-04 10:10:33,2026-05-05 21:47:28,2026-05-06 13:47:28,Shared service unavailable,Incident 136294: user reports crm issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Monitoring.,Monitoring,Alert,Sev3,2,2,Monitoring,Rahul Shah,Closed,0,0,Phone,Business-Service,Finance,2026-05-06 10:10:33,True
INC136295,2026-05-29 13:15:17,2026-06-03 16:58:43,2026-06-04 23:58:43,Endpoint security alert raised,Incident 136295: user reports aws issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Integration Support.,Security,Endpoint Alert,P4,3,3,Integration Support,Daniel Kim,Closed,2,0,Self-service,Business-Service,Marketing,2026-06-02 13:15:17,True
INC136296,2026-05-01 11:36:35,2026-05-06 08:08:04,2026-05-08 18:08:04,Outlook unavailable,Incident 136296: user reports erp issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via chat and was routed to Messaging.,Email,Distribution List,Sev4,3,3,Messaging,Kiran Joshi,Closed,2,0,Chat,Mail-Gateway,Engineering,2026-05-05 11:36:35,True
INC136297,2026-05-25 10:56:53,2026-05-29 13:11:08,2026-05-30 12:11:08,DNS lookup failures reported,Incident 136297: user reports erp issue. Observed error DNS-003. Impact appears limited to the requesting department. Ticket originated via monitoring and was routed to Messaging.,Network,VPN,Sev4,3,3,Messaging,Emily Stone,Closed,2,0,Monitoring,WiFi-Controller,Finance,2026-05-29 10:56:53,True
INC136298,2026-05-30 07:25:25,,2026-06-01 06:03:49,pls fix,Incident 136298: user reports crm issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Integration Support.,Integration,Webhook,P3,2,2,Integration Support,Vikram Singh,In Progress,1,1,Self-service,Business-Service,Marketing,2026-06-01 07:25:25,True
INC136299,2026-05-08 23:50:57,2026-05-11 12:15:34,2026-05-12 08:15:34,Security policy blocks action,Incident 136299: user reports crm issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Application Support.,Security,Endpoint Alert,P4,3,3,Application Support,Owen Brooks,Closed,1,0,Self-service,Generic-App,Finance,2026-05-12 23:50:57,True
